

TIME =   1.000e+00

Nodal Displacements

 Node          U1          U2          U3
  4.332e+03   3.449e+02   1.379e+03  -1.242e+03   2.192e+02   2.151e+01
  2.817e+03   2.343e+02   8.747e+02  -8.133e+02   1.420e+02   1.468e+01
 -5.669e+01   2.457e+01  -8.045e+01  -3.962e-01   3.106e-05  -7.669e+00
 -2.930e+03  -1.851e+02  -1.036e+03   8.125e+02  -1.362e+02  -4.232e+01
 -4.446e+03  -2.958e+02  -1.539e+03   1.241e+03  -2.056e+02  -6.556e+01
Element    23
  4.845e+03   1.261e+01   1.435e+03  -4.016e+02   2.205e+02   6.577e-01
  3.150e+03   1.730e+00   9.062e+02  -2.630e+02   1.446e+02   4.595e+00
 -6.348e+01  -1.890e+01  -9.616e+01  -2.139e-01   1.706e+00   1.522e+00
 -3.277e+03  -3.954e+01  -1.098e+03   2.625e+02  -1.399e+02  -1.534e+01
 -4.972e+03  -5.043e+01  -1.627e+03   4.011e+02  -2.141e+02  -2.980e+01
Element    24
  4.825e+03   6.670e+00   1.414e+03  -4.661e+02   8.628e+00  -1.821e+01
  3.134e+03  -7.060e+00   8.863e+02  -3.060e+02   5.030e+00  -9.088e+00
 -7.220e+01  -3.309e+01  -1.149e+02  -2.358e+00   1.775e-02  -2.265e+00
 -3.278e+03  -5.911e+01  -1.116e+03   3.013e+02  -2.627e+00  -9.156e+00
 -4.970e+03  -7.284e+01  -1.644e+03   4.614e+02  -3.068e+00  -1.832e+01
Element    25
 -1.763e+02  -8.417e+03  -2.657e+03   9.425e+02  -1.699e+02   3.789e+01
 -1.516e+02  -5.488e+03  -1.993e+03   6.479e+02  -2.052e+02   3.575e+01
 -1.033e+02   6.565e+01  -7.316e+02   8.961e+01  -2.909e+02   3.519e+01
 -5.298e+01   5.622e+03   5.342e+02  -4.687e+02  -4.009e+02   3.919e+01
 -2.562e+01   8.553e+03   1.204e+03  -7.632e+02  -4.689e+02   4.314e+01
Element    26
  4.033e+02  -1.026e+04  -3.147e+03   8.336e+02   6.010e+02   6.000e+02
  4.246e+02  -6.890e+03  -2.224e+03   5.412e+02   3.766e+02   4.890e+02
