

TIME =   1.000e-01

Nodal Displacements

 Node          U1          U2          U3
  371   4.948e-01  -1.227e-04  -7.632e-02
  372   4.683e-01  -4.457e-03  -1.040e-01
  373   4.282e-01  -1.611e-02  -1.474e-01
  374   3.789e-01  -3.684e-02  -2.036e-01
  375   3.242e-01  -6.730e-02  -2.695e-01
  376   2.677e-01  -1.072e-01  -3.422e-01
  377   2.124e-01  -1.553e-01  -4.186e-01
  378   1.611e-01  -2.101e-01  -4.960e-01
  379   1.155e-01  -2.692e-01  -5.715e-01
  380   7.716e-02  -3.299e-01  -6.428e-01
  381   4.687e-02  -3.895e-01  -7.076e-01
  382   2.478e-02  -4.448e-01  -7.638e-01
  383   1.044e-02  -4.926e-01  -8.096e-01
  384   2.758e-03  -5.298e-01  -8.435e-01
  385   3.397e-05  -5.537e-01  -8.645e-01
  386   0.000e+00  -5.620e-01  -8.716e-01
  387   4.099e-01  -6.621e-05  -1.057e-01
  388   3.890e-01  -3.418e-03  -1.307e-01
  389   3.569e-01  -1.266e-02  -1.702e-01
  390   3.167e-01  -2.940e-02  -2.219e-01
  391   2.716e-01  -5.432e-02  -2.830e-01
  392   2.246e-01  -8.726e-02  -3.508e-01
  393   1.783e-01  -1.274e-01  -4.223e-01
  394   1.352e-01  -1.731e-01  -4.951e-01
  395   9.678e-02  -2.227e-01  -5.663e-01
  396   6.450e-02  -2.737e-01  -6.337e-01
  397   3.903e-02  -3.235e-01  -6.951e-01
  398   2.051e-02  -3.697e-01  -7.483e-01
  399   8.564e-03  -4.094e-01  -7.918e-01
  400   2.217e-03  -4.401e-01  -8.241e-01
  401   4.950e-06  -4.596e-01  -8.439e-01
  402   0.000e+00  -4.662e-01  -8.506e-01
  403   3.360e-01  -3.345e-05  -1.375e-01
  404   3.195e-01  -2.639e-03  -1.598e-01
  405   2.938e-01  -9.938e-03  -1.955e-01
  406   2.614e-01  -2.335e-02  -2.424e-01
  407   2.246e-01  -4.353e-02  -2.982e-01
  408   1.860e-01  -7.045e-02  -3.604e-01
  409   1.478e-01  -1.034e-01  -4.265e-01
  410   1.120e-01  -1.412e-01  -4.937e-01
  411   8.016e-02  -1.822e-01  -5.599e-01
  412   5.334e-02  -2.244e-01  -6.226e-01
  413   3.218e-02  -2.657e-01  -6.797e-01
  414   1.684e-02  -3.038e-01  -7.294e-01
  415   6.983e-03  -3.364e-01  -7.700e-01
  416   1.784e-03  -3.615e-01  -8.000e-01
  417  -1.018e-05  -3.774e-01  -8.185e-01
  418   0.000e+00  -3.828e-01  -8.247e-01
  419   2.720e-01  -5.996e-06  -1.707e-01
  420   2.590e-01  -2.023e-03  -1.905e-01
  421   2.387e-01  -7.756e-03  -2.223e-01
  422   2.128e-01  -1.840e-02  -2.644e-01
  423   1.832e-01  -3.456e-02  -3.147e-01
  424   1.519e-01  -5.625e-02  -3.710e-01
  425   1.208e-01  -8.297e-02  -4.309e-01
