

TIME =   1.000e+00

Nodal Displacements

 Node          U1          U2          U3
  122  -4.145e-02   2.704e-01   4.513e-05
  123  -1.645e-02   3.232e-01  -2.943e-05
  124  -3.467e-03   3.647e-01  -5.078e-05
  125   6.204e-04   3.913e-01  -4.566e-05
  126   0.000e+00   4.004e-01  -3.972e-05
  127  -4.175e-01  -1.229e-03  -8.935e-05
  128  -3.816e-01   4.016e-03   1.396e-04
  129  -3.275e-01   2.082e-02   3.683e-04
  130  -2.624e-01   5.179e-02   4.886e-04
  131  -1.947e-01   9.648e-02   4.409e-04
  132  -1.319e-01   1.516e-01   2.654e-04
  133  -7.958e-02   2.121e-01   4.209e-05
  134  -4.072e-02   2.718e-01  -1.491e-04
  135  -1.574e-02   3.250e-01  -2.697e-04
  136  -2.948e-03   3.668e-01  -3.228e-04
  137   8.868e-04   3.934e-01  -3.360e-04
  138   0.000e+00   4.025e-01  -3.371e-04
  139  -4.179e-01   2.314e-03  -7.071e-04
  140  -3.834e-01   1.061e-02  -4.703e-04
  141  -3.311e-01   2.956e-02  -1.675e-04
  142  -2.680e-01   6.153e-02   9.032e-05
  143  -2.021e-01   1.061e-01   2.534e-04
  144  -1.404e-01   1.601e-01   3.111e-04
  145  -8.832e-02   2.188e-01   3.015e-04
  146  -4.891e-02   2.765e-01   2.686e-04
  147  -2.261e-02   3.278e-01   2.444e-04
  148  -7.885e-03   3.681e-01   2.378e-04
  149  -1.691e-03   3.937e-01   2.418e-04
  150   0.000e+00   4.025e-01   2.455e-04
  151  -4.162e-01   2.710e-03  -3.748e-04
  152  -3.815e-01   1.137e-02  -1.744e-04
  153  -3.292e-01   3.056e-02   4.722e-05
  154  -2.665e-01   6.250e-02   2.175e-04
  155  -2.012e-01   1.066e-01   2.814e-04
  156  -1.402e-01   1.600e-01   2.533e-04
  157  -8.871e-02   2.180e-01   1.742e-04
  158  -4.957e-02   2.751e-01   9.073e-05
  159  -2.329e-02   3.260e-01   3.145e-05
  160  -8.398e-03   3.661e-01   1.606e-06
  161  -1.960e-03   3.916e-01  -7.728e-06
  162   0.000e+00   4.004e-01  -9.250e-06
  163  -4.175e-01   2.734e-03  -2.603e-04
  164  -3.821e-01   1.153e-02  -8.813e-05
  165  -3.290e-01   3.093e-02   1.152e-04
  166  -2.659e-01   6.303e-02   2.472e-04
  167  -2.005e-01   1.072e-01   2.812e-04
  168  -1.397e-01   1.603e-01   2.288e-04
  169  -8.850e-02   2.180e-01   1.333e-04
  170  -4.952e-02   2.749e-01   3.921e-05
  171  -2.327e-02   3.259e-01  -2.937e-05
  172  -8.384e-03   3.660e-01  -6.631e-05
  173  -1.944e-03   3.917e-01  -8.103e-05
  174   0.000e+00   4.005e-01  -8.412e-05
  175  -4.192e-01   2.765e-03  -2.924e-04
  176  -3.828e-01   1.170e-02  -9.610e-05
  177  -3.289e-01   3.137e-02   9.698e-05
  178  -2.652e-01   6.365e-02   2.286e-04
  179  -1.998e-01   1.077e-01   2.614e-04
  180  -1.392e-01   1.607e-01   2.140e-04
  181  -8.828e-02   2.181e-01   1.324e-04
  182  -4.944e-02   2.749e-01   5.031e-05
  183  -2.324e-02   3.258e-01  -7.395e-06
  184  -8.347e-03   3.661e-01  -3.859e-05
  185  -1.915e-03   3.919e-01  -5.009e-05
  186   0.000e+00   4.008e-01  -5.270e-05
  187  -4.206e-01   2.863e-03  -2.689e-04
  188  -3.832e-01   1.205e-02  -1.013e-04
  189  -3.283e-01   3.199e-02   9.349e-05
  190  -2.643e-01   6.440e-02   2.092e-04
  191  -1.990e-01   1.083e-01   2.289e-04
  192  -1.388e-01   1.609e-01   1.905e-04
  193  -8.817e-02   2.180e-01   1.173e-04
  194  -4.948e-02   2.746e-01   4.935e-05
  195  -2.330e-02   3.255e-01   6.398e-07
  196  -8.378e-03   3.659e-01  -2.411e-05
  197  -1.923e-03   3.919e-01  -3.327e-05
  198   0.000e+00   4.008e-01  -3.493e-05
  199  -4.220e-01   3.062e-03  -2.551e-04
  200  -3.833e-01   1.253e-02  -5.658e-05
  201  -3.275e-01   3.278e-02   9.643e-05
  202  -2.631e-01   6.522e-02   1.672e-04
  203  -1.982e-01   1.089e-01   1.920e-04
  204  -1.385e-01   1.611e-01   1.520e-04
  205  -8.811e-02   2.179e-01   9.464e-05
  206  -4.954e-02   2.743e-01   3.773e-05
  207  -2.337e-02   3.253e-01  -3.533e-07
  208  -8.417e-03   3.658e-01  -2.030e-05
  209  -1.936e-03   3.918e-01  -2.720e-05
  210   0.000e+00   4.008e-01  -2.860e-05
  211  -4.240e-01   3.254e-03  -2.200e-05
  212  -3.835e-01   1.317e-02   2.408e-05
  213  -3.262e-01   3.369e-02   5.124e-05
  214  -2.620e-01   6.598e-02   1.281e-04
  215  -1.975e-01   1.093e-01   1.327e-04
  216  -1.382e-01   1.612e-01   1.095e-04
  217  -8.810e-02   2.177e-01   6.473e-05
  218  -4.960e-02   2.741e-01   2.538e-05
  219  -2.342e-02   3.251e-01  -2.274e-06
  220  -8.443e-03   3.656e-01  -1.605e-05
  221  -1.944e-03   3.918e-01  -2.106e-05
  222   0.000e+00   4.008e-01  -2.200e-05
  223  -4.277e-01   3.605e-03   2.089e-04
  224  -3.832e-01   1.389e-02  -1.185e-05
  225  -3.250e-01   3.443e-02   3.940e-05
  226  -2.611e-01   6.654e-02   5.953e-05
  227  -1.971e-01   1.096e-01   7.173e-05
  228  -1.381e-01   1.612e-01   5.582e-05
  229  -8.810e-02   2.176e-01   3.398e-05
  230  -4.964e-02   2.740e-01   1.268e-05
  231  -2.345e-02   3.249e-01  -1.370e-06
  232  -8.458e-03   3.656e-01  -8.642e-06
  233  -1.947e-03   3.917e-01  -1.121e-05
  234   0.000e+00   4.008e-01  -1.171e-05

Element Stress

        S11         S22         S33         S12         S23         S13
Element     1
 -4.431e+02  -5.735e+04  -2.919e+04   4.921e+03   1.760e+03   8.641e+02
 -5.237e+02  -3.950e+04  -2.068e+04   3.757e+03   8.461e+02   9.347e+02
 -4.971e+02  -5.271e+03  -4.353e+03   1.538e+03  -9.088e+02   1.070e+03
 -2.358e+02   2.947e+04   1.221e+04  -6.987e+02  -2.693e+03   1.207e+03
 -3.373e+00   4.800e+04   2.104e+04  -1.886e+03  -3.645e+03   1.280e+03
Element     2
 -1.080e+03  -2.572e+04  -1.073e+04   5.386e+03   9.297e+02  -2.807e+02
 -8.477e+02  -1.799e+04  -7.565e+03   3.849e+03   1.613e+02  -1.253e+02
 -3.228e+02  -3.181e+03  -1.476e+03   9.189e+02  -1.320e+03   1.743e+02
  3.122e+02   1.185e+04   4.725e+03  -2.034e+03  -2.834e+03   4.802e+02
  6.914e+02   1.987e+04   8.042e+03  -3.601e+03  -3.646e+03   6.442e+02
Element     3
 -1.682e+03  -1.499e+04  -2.809e+03   5.271e+03  -7.581e+02   1.759e+02
 -1.181e+03  -1.028e+04  -1.554e+03   3.668e+03  -7.358e+02   1.686e+02
 -1.798e+02  -1.248e+03   8.693e+02   6.132e+02  -7.131e+02   1.614e+02
  8.869e+02   7.904e+03   3.352e+03  -2.463e+03  -7.162e+02   1.629e+02
  1.476e+03   1.278e+04   4.685e+03  -4.095e+03  -7.282e+02   1.671e+02
Element     4
 -1.957e+03  -7.877e+03  -1.269e+02   4.016e+03  -3.621e+02   1.982e+02
 -1.338e+03  -5.267e+03   5.125e+02   2.722e+03  -3.377e+02   1.843e+02
 -1.397e+02  -2.783e+02   1.746e+03   2.588e+02  -3.064e+02   1.652e+02
  1.094e+03   4.766e+03   3.007e+03  -2.218e+03  -2.948e+02   1.557e+02
  1.758e+03   7.449e+03   3.683e+03  -3.529e+03  -2.965e+02   1.547e+02
Element     5
 -1.405e+03  -2.865e+03   1.114e+03   2.067e+03  -2.980e+02   1.771e+02
 -9.497e+02  -1.840e+03   1.340e+03   1.379e+03  -2.203e+02   1.255e+02
 -7.927e+01   1.146e+02   1.770e+03   7.091e+01  -8.033e+01   3.264e+01
  8.009e+02   2.082e+03   2.205e+03  -1.242e+03   5.004e+01  -5.384e+01
  1.269e+03   3.126e+03   2.437e+03  -1.936e+03   1.149e+02  -9.688e+01
Element     6
  4.015e+02   8.354e+02   1.895e+03  -5.985e+02  -6.539e+01   7.347e+01
  2.280e+02   6.046e+02   1.687e+03  -3.974e+02  -4.008e+01   5.041e+01
 -1.023e+02   1.656e+02   1.292e+03  -1.583e+01   9.714e+00   5.135e+00
 -4.344e+02  -2.753e+02   8.946e+02   3.661e+02   6.188e+01  -4.219e+01
 -6.102e+02  -5.087e+02   6.841e+02   5.677e+02   9.035e+01  -6.798e+01
Element     7
  3.651e+03   3.059e+03   2.816e+03  -3.362e+03  -1.971e+01   1.164e+01
  2.337e+03   2.045e+03   2.091e+03  -2.210e+03  -1.128e+01   2.823e+00
 -1.493e+02   1.273e+02   7.175e+02  -2.850e+01   1.408e+01  -2.457e+01
 -2.629e+03  -1.785e+03  -6.526e+02   2.151e+03   5.174e+01  -6.596e+01
 -3.934e+03  -2.791e+03  -1.374e+03   3.299e+03   7.656e+01  -9.343e+01
Element     8
  8.089e+03   3.784e+03   3.871e+03  -5.566e+03   2.410e+01  -4.047e+01
  5.208e+03   2.487e+03   2.603e+03  -3.649e+03   1.332e+01  -2.497e+01
 -2.237e+02   5.288e+01   2.161e+02  -2.436e+01   6.067e+00  -1.532e+01
 -5.616e+03  -2.352e+03  -2.149e+03   3.589e+03   1.609e+01  -3.149e+01
 -8.445e+03  -3.610e+03  -3.389e+03   5.490e+03   2.835e+01  -5.043e+01
Element     9
  1.312e+04   3.296e+03   4.999e+03  -6.603e+03   1.229e+01  -5.611e+01
  8.462e+03   2.139e+03   3.221e+03  -4.322e+03   1.613e-01  -3.125e+01
 -2.933e+02  -8.980e+00  -1.136e+02  -1.492e+01  -1.038e+01  -9.373e+00
 -8.956e+03  -2.099e+03  -3.401e+03   4.270e+03  -4.612e+00  -2.056e+01
 -1.349e+04  -3.178e+03  -5.116e+03   6.521e+03   5.003e+00  -3.977e+01
Element    10
  1.792e+04   2.121e+03   6.035e+03  -6.185e+03   3.625e+00  -5.926e+01
  1.157e+04   1.344e+03   3.833e+03  -4.045e+03  -6.517e+00  -3.057e+01
 -3.548e+02  -6.352e+01  -2.856e+02  -8.574e+00  -1.726e+01  -1.161e+00
 -1.213e+04  -1.387e+03  -4.329e+03   4.000e+03  -1.691e+01  -4.450e+00
 -1.827e+04  -2.051e+03  -6.432e+03   6.104e+03  -1.225e+01  -1.936e+01
Element    11
  2.169e+04   8.840e+02   6.837e+03  -4.375e+03  -1.395e+01  -4.144e+01
  1.401e+04   5.173e+02   4.331e+03  -2.860e+03  -1.826e+01  -2.049e+01
 -3.986e+02  -9.962e+01  -3.449e+02  -4.039e+00  -2.280e+01   9.363e-01
 -1.459e+04  -6.142e+02  -4.923e+03   2.829e+03  -2.257e+01  -1.565e+00
 -2.200e+04  -8.445e+02  -7.298e+03   4.315e+03  -2.054e+01  -1.253e+01
Element    12
  2.376e+04   1.137e+02   7.272e+03  -1.577e+03  -2.226e+01  -1.615e+01
  1.534e+04   3.992e+00   4.609e+03  -1.031e+03  -2.306e+01  -7.965e+00
 -4.222e+02  -1.189e+02  -3.552e+02  -1.118e+00  -2.414e+01   8.362e-01
 -1.594e+04  -1.304e+02  -5.208e+03   1.020e+03  -2.464e+01   8.547e-01
 -2.403e+04  -9.157e+01  -7.724e+03   1.555e+03  -2.468e+01  -2.674e+00
Element    13
  3.178e+02  -4.041e+04  -9.752e+03   2.773e+03   1.417e+03  -1.651e+02
  2.449e+02  -2.672e+04  -7.293e+03   1.868e+03   5.497e+02  -8.951e+01
  2.590e+02  -4.504e+02  -2.479e+03   1.399e+02  -1.115e+03   5.506e+01
  4.724e+02   2.625e+04   2.537e+03  -1.603e+03  -2.806e+03   2.013e+02
  6.652e+02   4.052e+04   5.263e+03  -2.529e+03  -3.708e+03   2.792e+02
Element    14
 -1.093e+03  -2.878e+04  -1.047e+04   6.146e+03   1.189e+03  -1.877e+02
 -8.035e+02  -1.918e+04  -7.466e+03   4.228e+03   1.534e+01   5.383e+01
 -1.470e+02  -7.858e+02  -1.655e+03   5.694e+02  -2.243e+03   5.183e+02
  6.515e+02   1.790e+04   4.304e+03  -3.118e+03  -4.545e+03   9.916e+02
  1.130e+03   2.787e+04   7.506e+03  -5.075e+03  -5.777e+03   1.245e+03
Element    15
 -1.802e+03  -1.564e+04  -5.226e+03   5.492e+03  -9.354e+02   2.076e+02
 -1.252e+03  -1.050e+04  -3.420e+03   3.738e+03  -1.188e+03   2.926e+02
 -1.538e+02  -6.557e+02   5.772e+01   3.940e+02  -1.689e+03   4.614e+02
  1.018e+03   9.325e+03   3.605e+03  -2.972e+03  -2.219e+03   6.403e+02
  1.666e+03   1.464e+04   5.504e+03  -4.757e+03  -2.511e+03   7.387e+02
Element    16
 -2.103e+03  -8.422e+03  -1.303e+03   4.337e+03  -1.099e+03   5.011e+02
 -1.433e+03  -5.590e+03  -4.357e+02   2.935e+03  -9.831e+02   4.421e+02
 -1.357e+02  -1.785e+02   1.227e+03   2.679e+02  -7.784e+02   3.379e+02
  1.197e+03   5.290e+03   2.917e+03  -2.414e+03  -5.941e+02   2.438e+02
  1.914e+03   8.199e+03   3.818e+03  -3.834e+03  -5.050e+02   1.981e+02
Element    17
 -1.442e+03  -2.886e+03   5.551e+02   2.068e+03  -6.139e+02   4.179e+02
 -9.936e+02  -1.880e+03   8.643e+02   1.393e+03  -4.804e+02   3.263e+02
 -1.385e+02   3.599e+01   1.452e+03   1.102e+02  -2.341e+02   1.573e+02
  7.246e+02   1.963e+03   2.041e+03  -1.177e+03   3.325e+00  -5.736e+00
  1.183e+03   2.985e+03   2.352e+03  -1.858e+03   1.250e+02  -8.936e+01
Element    18
  4.482e+02   8.951e+02   1.873e+03  -6.372e+02  -2.705e+02   2.369e+02
  2.491e+02   6.339e+02   1.641e+03  -4.070e+02  -1.770e+02   1.545e+02
 -1.311e+02   1.360e+02   1.196e+03   2.976e+01   2.309e+00  -3.433e+00
 -5.150e+02  -3.658e+02   7.443e+02   4.670e+02   1.844e+02  -1.638e+02
 -7.189e+02  -6.319e+02   5.037e+02   6.978e+02   2.816e+02  -2.494e+02
Element    19
  3.730e+03   3.115e+03   2.885e+03  -3.438e+03  -3.719e+01   5.440e+01
  2.379e+03   2.072e+03   2.127e+03  -2.253e+03  -8.018e+00   2.024e+01
 -1.761e+02   1.004e+02   6.924e+02  -1.013e+01   5.692e+01  -5.545e+01
 -2.725e+03  -1.866e+03  -7.406e+02   2.231e+03   1.345e+02  -1.455e+02
 -4.068e+03  -2.902e+03  -1.496e+03   3.412e+03   1.804e+02  -1.988e+02
Element    20
  8.159e+03   3.816e+03   3.968e+03  -5.605e+03   3.022e+01  -5.565e+01
  5.252e+03   2.509e+03   2.673e+03  -3.672e+03   2.835e+01  -5.265e+01
 -2.277e+02   5.381e+01   2.348e+02  -1.520e+01   3.805e+01  -6.678e+01
 -5.669e+03  -2.372e+03  -2.183e+03   3.629e+03   6.510e+01  -1.069e+02
 -8.523e+03  -3.640e+03  -3.450e+03   5.547e+03   8.637e+01  -1.385e+02
Element    21
  1.316e+04   3.303e+03   5.045e+03  -6.622e+03   4.619e+01  -1.123e+02
  8.486e+03   2.143e+03   3.256e+03  -4.333e+03   3.023e+01  -8.095e+01
 -2.953e+02  -1.264e+01  -9.798e+01  -1.273e+01   1.250e+01  -4.690e+01
 -8.984e+03  -2.109e+03  -3.405e+03   4.285e+03   1.115e+01  -4.605e+01
 -1.353e+04  -3.192e+03  -5.130e+03   6.544e+03   1.704e+01  -5.898e+01
Element    22
  1.793e+04   2.125e+03   6.054e+03  -6.184e+03   2.089e+01  -1.161e+02
  1.158e+04   1.348e+03   3.851e+03  -4.043e+03   7.583e+00  -7.756e+01
 -3.519e+02  -5.938e+01  -2.690e+02  -6.898e+00  -9.140e+00  -2.946e+01
 -1.212e+04  -1.383e+03  -4.313e+03   4.002e+03  -1.473e+01  -1.414e+01
 -1.827e+04  -2.047e+03  -6.416e+03   6.106e+03  -1.320e+01  -1.928e+01
Element    23
  2.167e+04   8.852e+02   6.829e+03  -4.370e+03  -3.755e+00  -8.718e+01
  1.399e+04   5.188e+02   4.330e+03  -2.856e+03  -1.050e+01  -5.564e+01
 -3.970e+02  -9.763e+01  -3.338e+02  -3.074e+00  -1.963e+01  -1.421e+01
 -1.458e+04  -6.117e+02  -4.899e+03   2.827e+03  -2.398e+01   3.188e+00
 -2.197e+04  -8.417e+02  -7.268e+03   4.311e+03  -2.434e+01   2.684e+00
Element    24
  2.372e+04   1.176e+02   7.257e+03  -1.574e+03  -2.220e+01  -3.121e+01
  1.532e+04   8.011e+00   4.603e+03  -1.029e+03  -2.331e+01  -1.966e+01
 -4.201e+02  -1.147e+02  -3.445e+02  -8.185e-01  -2.499e+01  -4.494e+00
 -1.592e+04  -1.261e+02  -5.181e+03   1.018e+03  -2.608e+01   1.871e+00
 -2.399e+04  -8.731e+01  -7.687e+03   1.552e+03  -2.643e+01   1.682e+00
Element    25
  2.155e+02  -3.544e+04  -1.123e+04   2.397e+03   1.414e+02  -1.640e+01
  1.533e+02  -2.280e+04  -7.742e+03   1.561e+03  -4.592e+01  -5.778e-01
  1.703e+02   1.456e+03  -9.981e+02  -3.628e+01  -4.131e+02   3.022e+01
  3.637e+02   2.610e+04   5.922e+03  -1.647e+03  -7.963e+02   6.206e+01
  5.369e+02   3.925e+04   9.644e+03  -2.502e+03  -1.005e+03   7.928e+01
Element    26
 -9.440e+02  -2.823e+04  -9.367e+03   5.856e+03   3.773e+02  -1.548e+02
 -6.379e+02  -1.829e+04  -6.564e+03   3.859e+03  -1.947e+02  -3.717e+01
  5.210e+01   7.686e+02  -1.142e+03   4.870e+01  -1.309e+03   1.918e+02
  8.856e+02   2.012e+04   4.423e+03  -3.792e+03  -2.462e+03   4.286e+02
  1.383e+03   3.045e+04   7.416e+03  -5.830e+03  -3.086e+03   5.566e+02
Element    27
 -2.087e+03  -1.781e+04  -7.029e+03   6.331e+03  -3.593e+02   9.312e+01
 -1.429e+03  -1.167e+04  -4.816e+03   4.232e+03  -7.552e+02   2.283e+02
 -1.133e+02   9.200e+01  -5.547e+02   2.324e+02  -1.533e+03   4.940e+02
  1.291e+03   1.201e+04   3.792e+03  -3.794e+03  -2.348e+03   7.719e+02
  2.067e+03   1.837e+04   6.120e+03  -5.929e+03  -2.792e+03   9.235e+02
Element    28
 -2.288e+03  -9.022e+03  -3.140e+03   4.639e+03  -1.090e+03   4.928e+02
 -1.562e+03  -5.963e+03  -1.905e+03   3.122e+03  -1.035e+03   4.630e+02
 -1.568e+02  -1.159e+02   4.597e+02   2.361e+02  -9.470e+02   4.147e+02
  1.287e+03   5.792e+03   2.854e+03  -2.665e+03  -8.810e+02   3.772e+02
  2.064e+03   8.934e+03   4.130e+03  -4.201e+03  -8.550e+02   3.617e+02
Element    29
 -1.540e+03  -3.063e+03  -1.254e+02   2.223e+03  -8.037e+02   5.294e+02
 -1.073e+03  -2.006e+03   2.654e+02   1.517e+03  -6.471e+02   4.228e+02
 -1.799e+02   6.597e+00   1.007e+03   1.740e+02  -3.572e+02   2.255e+02
  7.205e+02   2.031e+03   1.750e+03  -1.173e+03  -7.644e+01   3.417e+01
  1.199e+03   3.103e+03   2.142e+03  -1.886e+03   6.798e+01  -6.428e+01
Element    30
  5.173e+02   9.926e+02   1.663e+03  -7.351e+02  -3.975e+02   3.587e+02
  2.739e+02   6.737e+02   1.426e+03  -4.537e+02  -2.760e+02   2.505e+02
 -1.911e+02   6.528e+01   9.726e+02   8.030e+01  -4.285e+01   4.291e+01
 -6.607e+02  -5.479e+02   5.108e+02   6.148e+02   1.938e+02  -1.677e+02
 -9.104e+02  -8.733e+02   2.640e+02   8.971e+02   3.200e+02  -2.801e+02
Element    31
  3.861e+03   3.215e+03   2.991e+03  -3.543e+03  -1.149e+02   1.335e+02
  2.457e+03   2.133e+03   2.182e+03  -2.312e+03  -5.747e+01   6.790e+01
 -2.003e+02   8.714e+01   6.496e+02   1.857e+01   6.136e+01  -6.767e+01
 -2.852e+03  -1.955e+03  -8.831e+02   2.347e+03   1.932e+02  -2.180e+02
 -4.249e+03  -3.030e+03  -1.692e+03   3.574e+03   2.679e+02  -3.033e+02
Element    32
  8.291e+03   3.864e+03   4.067e+03  -5.698e+03   2.803e+01  -4.341e+01
  5.334e+03   2.534e+03   2.741e+03  -3.730e+03   3.475e+01  -5.362e+01
 -2.407e+02   3.632e+01   2.419e+02  -1.021e+01   6.093e+01  -9.309e+01
 -5.776e+03  -2.432e+03  -2.236e+03   3.698e+03   1.047e+02  -1.589e+02
 -8.680e+03  -3.723e+03  -3.535e+03   5.649e+03   1.349e+02  -2.042e+02
Element    33
  1.324e+04   3.318e+03   5.120e+03  -6.660e+03   5.630e+01  -1.415e+02
  8.542e+03   2.151e+03   3.317e+03  -4.359e+03   4.244e+01  -1.126e+02
 -2.889e+02  -1.509e+01  -6.448e+01  -1.497e+01   2.874e+01  -8.329e+01
 -9.026e+03  -2.123e+03  -3.398e+03   4.307e+03   3.149e+01  -8.737e+01
 -1.360e+04  -3.211e+03  -5.138e+03   6.577e+03   3.957e+01  -1.030e+02
Element    34
  1.795e+04   2.115e+03   6.064e+03  -6.192e+03   3.786e+01  -1.659e+02
  1.159e+04   1.338e+03   3.866e+03  -4.050e+03   2.216e+01  -1.193e+02
 -3.451e+02  -7.147e+01  -2.430e+02  -1.101e+01   9.431e-01  -5.621e+01
 -1.212e+04  -1.396e+03  -4.276e+03   4.001e+03  -9.106e+00  -2.600e+01
